162 - NumBooks: 14, SignUp: 2, BxD: 1, DifferentBooks: 14, Deadline: 29999, ScoreHeuristic: 9.1E18
4372 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11149, ScoreHeuristic: 4.55E18
4468 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11147, ScoreHeuristic: 4.55E18
4812 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11145, ScoreHeuristic: 4.55E18
5840 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11143, ScoreHeuristic: 4.55E18
5946 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11141, ScoreHeuristic: 4.55E18
6125 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11139, ScoreHeuristic: 4.55E18
6343 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11137, ScoreHeuristic: 4.55E18
6727 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11135, ScoreHeuristic: 4.55E18
8228 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11133, ScoreHeuristic: 4.55E18
8658 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11131, ScoreHeuristic: 4.55E18
8965 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11129, ScoreHeuristic: 4.55E18
10888 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11127, ScoreHeuristic: 4.55E18
11972 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11125, ScoreHeuristic: 4.55E18
12050 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11123, ScoreHeuristic: 4.55E18
12160 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11121, ScoreHeuristic: 4.55E18
12388 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11119, ScoreHeuristic: 4.55E18
13318 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11117, ScoreHeuristic: 4.55E18
13332 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11115, ScoreHeuristic: 4.55E18
13372 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11113, ScoreHeuristic: 4.55E18
14507 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11111, ScoreHeuristic: 4.55E18
14643 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11109, ScoreHeuristic: 4.55E18
15478 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11107, ScoreHeuristic: 4.55E18
18518 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11105, ScoreHeuristic: 4.55E18
19298 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11103, ScoreHeuristic: 4.55E18
21246 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11101, ScoreHeuristic: 4.55E18
21746 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11099, ScoreHeuristic: 4.55E18
24958 - NumBooks: 7, SignUp: 2, BxD: 1, DifferentBooks: 4, Deadline: 11097, ScoreHeuristic: 4.55E18
12584 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11095, ScoreHeuristic: 6.5E18
22977 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11093, ScoreHeuristic: 6.5E18
24464 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11091, ScoreHeuristic: 6.5E18
25520 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11089, ScoreHeuristic: 6.5E18
26876 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11087, ScoreHeuristic: 6.5E18
27804 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11085, ScoreHeuristic: 6.5E18
29204 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11083, ScoreHeuristic: 6.5E18
29308 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11081, ScoreHeuristic: 6.5E18
29840 - NumBooks: 10, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11079, ScoreHeuristic: 6.5E18
203 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11077, ScoreHeuristic: 5.85E18
263 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11075, ScoreHeuristic: 5.85E18
425 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11073, ScoreHeuristic: 5.85E18
1541 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11071, ScoreHeuristic: 5.85E18
1640 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11069, ScoreHeuristic: 5.85E18
1878 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11067, ScoreHeuristic: 5.85E18
2071 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11065, ScoreHeuristic: 5.85E18
2349 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11063, ScoreHeuristic: 5.85E18
2872 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11061, ScoreHeuristic: 5.85E18
3610 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11059, ScoreHeuristic: 5.85E18
3781 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11057, ScoreHeuristic: 5.85E18
4214 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11055, ScoreHeuristic: 5.85E18
4384 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11053, ScoreHeuristic: 5.85E18
4608 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11051, ScoreHeuristic: 5.85E18
5151 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11049, ScoreHeuristic: 5.85E18
5301 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11047, ScoreHeuristic: 5.85E18
5305 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11045, ScoreHeuristic: 5.85E18
5685 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11043, ScoreHeuristic: 5.85E18
5774 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11041, ScoreHeuristic: 5.85E18
5855 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11039, ScoreHeuristic: 5.85E18
5972 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11037, ScoreHeuristic: 5.85E18
6054 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11035, ScoreHeuristic: 5.85E18
6254 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11033, ScoreHeuristic: 5.85E18
6668 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11031, ScoreHeuristic: 5.85E18
6704 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11029, ScoreHeuristic: 5.85E18
6729 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11027, ScoreHeuristic: 5.85E18
6752 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11025, ScoreHeuristic: 5.85E18
6862 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11023, ScoreHeuristic: 5.85E18
6925 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11021, ScoreHeuristic: 5.85E18
7852 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11019, ScoreHeuristic: 5.85E18
7894 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11017, ScoreHeuristic: 5.85E18
8083 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11015, ScoreHeuristic: 5.85E18
8177 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11013, ScoreHeuristic: 5.85E18
8226 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11011, ScoreHeuristic: 5.85E18
8652 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11009, ScoreHeuristic: 5.85E18
8729 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11007, ScoreHeuristic: 5.85E18
8750 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11005, ScoreHeuristic: 5.85E18
8952 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11003, ScoreHeuristic: 5.85E18
9233 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 11001, ScoreHeuristic: 5.85E18
9499 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10999, ScoreHeuristic: 5.85E18
9602 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10997, ScoreHeuristic: 5.85E18
9683 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10995, ScoreHeuristic: 5.85E18
9722 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10993, ScoreHeuristic: 5.85E18
9744 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10991, ScoreHeuristic: 5.85E18
9839 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10989, ScoreHeuristic: 5.85E18
9961 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10987, ScoreHeuristic: 5.85E18
10190 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10985, ScoreHeuristic: 5.85E18
10634 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10983, ScoreHeuristic: 5.85E18
10887 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10981, ScoreHeuristic: 5.85E18
11071 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10979, ScoreHeuristic: 5.85E18
11116 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10977, ScoreHeuristic: 5.85E18
11130 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10975, ScoreHeuristic: 5.85E18
11139 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10973, ScoreHeuristic: 5.85E18
11271 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10971, ScoreHeuristic: 5.85E18
11354 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10969, ScoreHeuristic: 5.85E18
11494 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10967, ScoreHeuristic: 5.85E18
11507 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10965, ScoreHeuristic: 5.85E18
11558 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10963, ScoreHeuristic: 5.85E18
11604 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10961, ScoreHeuristic: 5.85E18
11606 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10959, ScoreHeuristic: 5.85E18
11623 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10957, ScoreHeuristic: 5.85E18
11752 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10955, ScoreHeuristic: 5.85E18
11855 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10953, ScoreHeuristic: 5.85E18
11887 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10951, ScoreHeuristic: 5.85E18
11929 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10949, ScoreHeuristic: 5.85E18
12131 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10947, ScoreHeuristic: 5.85E18
12154 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10945, ScoreHeuristic: 5.85E18
12201 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10943, ScoreHeuristic: 5.85E18
12309 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10941, ScoreHeuristic: 5.85E18
12433 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10939, ScoreHeuristic: 5.85E18
12451 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10937, ScoreHeuristic: 5.85E18
12455 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10935, ScoreHeuristic: 5.85E18
12618 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10933, ScoreHeuristic: 5.85E18
12813 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10931, ScoreHeuristic: 5.85E18
12827 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10929, ScoreHeuristic: 5.85E18
12830 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10927, ScoreHeuristic: 5.85E18
12860 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10925, ScoreHeuristic: 5.85E18
12969 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10923, ScoreHeuristic: 5.85E18
13049 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10921, ScoreHeuristic: 5.85E18
13398 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10919, ScoreHeuristic: 5.85E18
13746 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10917, ScoreHeuristic: 5.85E18
14053 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10915, ScoreHeuristic: 5.85E18
14077 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10913, ScoreHeuristic: 5.85E18
14079 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10911, ScoreHeuristic: 5.85E18
14254 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10909, ScoreHeuristic: 5.85E18
14438 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10907, ScoreHeuristic: 5.85E18
14455 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10905, ScoreHeuristic: 5.85E18
14653 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10903, ScoreHeuristic: 5.85E18
14795 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10901, ScoreHeuristic: 5.85E18
14895 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10899, ScoreHeuristic: 5.85E18
15075 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10897, ScoreHeuristic: 5.85E18
15091 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10895, ScoreHeuristic: 5.85E18
15213 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10893, ScoreHeuristic: 5.85E18
15229 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10891, ScoreHeuristic: 5.85E18
15257 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10889, ScoreHeuristic: 5.85E18
15435 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10887, ScoreHeuristic: 5.85E18
15449 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10885, ScoreHeuristic: 5.85E18
15582 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10883, ScoreHeuristic: 5.85E18
15650 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10881, ScoreHeuristic: 5.85E18
15743 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10879, ScoreHeuristic: 5.85E18
15846 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10877, ScoreHeuristic: 5.85E18
16082 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10875, ScoreHeuristic: 5.85E18
16225 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10873, ScoreHeuristic: 5.85E18
16234 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10871, ScoreHeuristic: 5.85E18
16418 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10869, ScoreHeuristic: 5.85E18
16629 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10867, ScoreHeuristic: 5.85E18
16661 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10865, ScoreHeuristic: 5.85E18
16679 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10863, ScoreHeuristic: 5.85E18
16808 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10861, ScoreHeuristic: 5.85E18
17122 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10859, ScoreHeuristic: 5.85E18
17231 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10857, ScoreHeuristic: 5.85E18
17238 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10855, ScoreHeuristic: 5.85E18
17318 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10853, ScoreHeuristic: 5.85E18
17349 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10851, ScoreHeuristic: 5.85E18
17584 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10849, ScoreHeuristic: 5.85E18
17618 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10847, ScoreHeuristic: 5.85E18
17635 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10845, ScoreHeuristic: 5.85E18
17666 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10843, ScoreHeuristic: 5.85E18
17754 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10841, ScoreHeuristic: 5.85E18
17780 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10839, ScoreHeuristic: 5.85E18
17793 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10837, ScoreHeuristic: 5.85E18
17807 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10835, ScoreHeuristic: 5.85E18
17977 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10833, ScoreHeuristic: 5.85E18
18074 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10831, ScoreHeuristic: 5.85E18
18278 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10829, ScoreHeuristic: 5.85E18
18326 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10827, ScoreHeuristic: 5.85E18
18464 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10825, ScoreHeuristic: 5.85E18
18526 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10823, ScoreHeuristic: 5.85E18
18579 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10821, ScoreHeuristic: 5.85E18
18580 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10819, ScoreHeuristic: 5.85E18
18619 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10817, ScoreHeuristic: 5.85E18
18692 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10815, ScoreHeuristic: 5.85E18
18736 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10813, ScoreHeuristic: 5.85E18
18769 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10811, ScoreHeuristic: 5.85E18
18775 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10809, ScoreHeuristic: 5.85E18
18851 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10807, ScoreHeuristic: 5.85E18
18923 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10805, ScoreHeuristic: 5.85E18
18938 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10803, ScoreHeuristic: 5.85E18
19415 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10801, ScoreHeuristic: 5.85E18
19434 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10799, ScoreHeuristic: 5.85E18
19479 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10797, ScoreHeuristic: 5.85E18
19490 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10795, ScoreHeuristic: 5.85E18
19583 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10793, ScoreHeuristic: 5.85E18
19671 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10791, ScoreHeuristic: 5.85E18
19703 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10789, ScoreHeuristic: 5.85E18
19740 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10787, ScoreHeuristic: 5.85E18
19752 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10785, ScoreHeuristic: 5.85E18
19929 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10783, ScoreHeuristic: 5.85E18
19948 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10781, ScoreHeuristic: 5.85E18
20013 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10779, ScoreHeuristic: 5.85E18
20118 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10777, ScoreHeuristic: 5.85E18
20148 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10775, ScoreHeuristic: 5.85E18
20156 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10773, ScoreHeuristic: 5.85E18
20199 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10771, ScoreHeuristic: 5.85E18
20338 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10769, ScoreHeuristic: 5.85E18
20405 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10767, ScoreHeuristic: 5.85E18
20449 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10765, ScoreHeuristic: 5.85E18
20460 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10763, ScoreHeuristic: 5.85E18
20567 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10761, ScoreHeuristic: 5.85E18
20629 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10759, ScoreHeuristic: 5.85E18
20685 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10757, ScoreHeuristic: 5.85E18
20700 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10755, ScoreHeuristic: 5.85E18
20777 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10753, ScoreHeuristic: 5.85E18
20780 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10751, ScoreHeuristic: 5.85E18
20792 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10749, ScoreHeuristic: 5.85E18
20856 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10747, ScoreHeuristic: 5.85E18
20903 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10745, ScoreHeuristic: 5.85E18
20906 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10743, ScoreHeuristic: 5.85E18
20908 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10741, ScoreHeuristic: 5.85E18
20916 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10739, ScoreHeuristic: 5.85E18
20926 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10737, ScoreHeuristic: 5.85E18
20945 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10735, ScoreHeuristic: 5.85E18
20953 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10733, ScoreHeuristic: 5.85E18
20962 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10731, ScoreHeuristic: 5.85E18
21073 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10729, ScoreHeuristic: 5.85E18
21181 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10727, ScoreHeuristic: 5.85E18
21317 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10725, ScoreHeuristic: 5.85E18
21331 - NumBooks: 9, SignUp: 2, BxD: 1, DifferentBooks: 3, Deadline: 10723, ScoreHeuristic: 5.85E18
