1949 - NumBooks: 20, SignUp: 10, BxD: 42726, DifferentBooks: 20, Deadline: 99990, ScoreHeuristic: 529984.0
7493 - NumBooks: 17, SignUp: 52, BxD: 32939, DifferentBooks: 17, Deadline: 87122, ScoreHeuristic: 7927.847633136094
4037 - NumBooks: 15, SignUp: 51, BxD: 98047, DifferentBooks: 15, Deadline: 87071, ScoreHeuristic: 7830.514801999231
6152 - NumBooks: 14, SignUp: 65, BxD: 4010, DifferentBooks: 14, Deadline: 87006, ScoreHeuristic: 8792.668639053254
6957 - NumBooks: 15, SignUp: 52, BxD: 4373, DifferentBooks: 14, Deadline: 86954, ScoreHeuristic: 8584.735207100592
4803 - NumBooks: 15, SignUp: 44, BxD: 44008, DifferentBooks: 13, Deadline: 86910, ScoreHeuristic: 9697.773243801654
4457 - NumBooks: 15, SignUp: 60, BxD: 55040, DifferentBooks: 14, Deadline: 86850, ScoreHeuristic: 9966.694444444445
3719 - NumBooks: 16, SignUp: 56, BxD: 63448, DifferentBooks: 16, Deadline: 86794, ScoreHeuristic: 7962.375318877551
6185 - NumBooks: 19, SignUp: 69, BxD: 87785, DifferentBooks: 17, Deadline: 86725, ScoreHeuristic: 10409.913883637892
2890 - NumBooks: 11, SignUp: 46, BxD: 92827, DifferentBooks: 11, Deadline: 86679, ScoreHeuristic: 7180.7202268431
6387 - NumBooks: 13, SignUp: 42, BxD: 27591, DifferentBooks: 12, Deadline: 86637, ScoreHeuristic: 9070.2947845805
2830 - NumBooks: 20, SignUp: 76, BxD: 77505, DifferentBooks: 19, Deadline: 86561, ScoreHeuristic: 9203.372749307478
3907 - NumBooks: 11, SignUp: 33, BxD: 53868, DifferentBooks: 10, Deadline: 86528, ScoreHeuristic: 7453.444444444444
72 - NumBooks: 19, SignUp: 64, BxD: 53127, DifferentBooks: 19, Deadline: 86464, ScoreHeuristic: 8246.91015625
5966 - NumBooks: 16, SignUp: 55, BxD: 61829, DifferentBooks: 15, Deadline: 86409, ScoreHeuristic: 8594.975537190083
6900 - NumBooks: 15, SignUp: 50, BxD: 70911, DifferentBooks: 13, Deadline: 86359, ScoreHeuristic: 9216.0
9096 - NumBooks: 12, SignUp: 43, BxD: 19120, DifferentBooks: 12, Deadline: 86316, ScoreHeuristic: 6685.914548404543
5357 - NumBooks: 16, SignUp: 46, BxD: 9031, DifferentBooks: 15, Deadline: 86270, ScoreHeuristic: 7332.571361058601
8582 - NumBooks: 14, SignUp: 62, BxD: 57354, DifferentBooks: 14, Deadline: 86208, ScoreHeuristic: 7906.651664932362
868 - NumBooks: 19, SignUp: 60, BxD: 11726, DifferentBooks: 19, Deadline: 86148, ScoreHeuristic: 7761.61
322 - NumBooks: 14, SignUp: 34, BxD: 99268, DifferentBooks: 13, Deadline: 86114, ScoreHeuristic: 7842.665224913495
5589 - NumBooks: 14, SignUp: 58, BxD: 10576, DifferentBooks: 13, Deadline: 86056, ScoreHeuristic: 9449.180737217597
4278 - NumBooks: 16, SignUp: 46, BxD: 24114, DifferentBooks: 14, Deadline: 86010, ScoreHeuristic: 11570.275992438563
6885 - NumBooks: 16, SignUp: 52, BxD: 88094, DifferentBooks: 14, Deadline: 85958, ScoreHeuristic: 10474.735207100592
4813 - NumBooks: 20, SignUp: 61, BxD: 51414, DifferentBooks: 18, Deadline: 85897, ScoreHeuristic: 9367.701155603332
7801 - NumBooks: 14, SignUp: 53, BxD: 62000, DifferentBooks: 13, Deadline: 85844, ScoreHeuristic: 7318.318262726949
6517 - NumBooks: 14, SignUp: 52, BxD: 89296, DifferentBooks: 13, Deadline: 85792, ScoreHeuristic: 7046.311020710059
7575 - NumBooks: 16, SignUp: 47, BxD: 72617, DifferentBooks: 16, Deadline: 85745, ScoreHeuristic: 6692.632412856497
8177 - NumBooks: 19, SignUp: 57, BxD: 12963, DifferentBooks: 19, Deadline: 85688, ScoreHeuristic: 7344.790704832256
8098 - NumBooks: 12, SignUp: 47, BxD: 3300, DifferentBooks: 11, Deadline: 85641, ScoreHeuristic: 7484.090538705296
1515 - NumBooks: 14, SignUp: 46, BxD: 43717, DifferentBooks: 14, Deadline: 85595, ScoreHeuristic: 6589.20415879017
3919 - NumBooks: 11, SignUp: 51, BxD: 50989, DifferentBooks: 11, Deadline: 85544, ScoreHeuristic: 6921.587466359093
9239 - NumBooks: 18, SignUp: 57, BxD: 25755, DifferentBooks: 16, Deadline: 85487, ScoreHeuristic: 9884.545706371191
5184 - NumBooks: 10, SignUp: 40, BxD: 36789, DifferentBooks: 9, Deadline: 85447, ScoreHeuristic: 7590.765625
4395 - NumBooks: 20, SignUp: 59, BxD: 93706, DifferentBooks: 17, Deadline: 85388, ScoreHeuristic: 9898.563631140476
9203 - NumBooks: 12, SignUp: 45, BxD: 49755, DifferentBooks: 10, Deadline: 85343, ScoreHeuristic: 8541.867160493826
2161 - NumBooks: 13, SignUp: 56, BxD: 92653, DifferentBooks: 12, Deadline: 85287, ScoreHeuristic: 7285.841836734694
3852 - NumBooks: 16, SignUp: 58, BxD: 72979, DifferentBooks: 16, Deadline: 85229, ScoreHeuristic: 7245.5318073721755
205 - NumBooks: 18, SignUp: 61, BxD: 90322, DifferentBooks: 16, Deadline: 85168, ScoreHeuristic: 8582.048105348025
733 - NumBooks: 19, SignUp: 63, BxD: 56953, DifferentBooks: 18, Deadline: 85105, ScoreHeuristic: 9139.96699420509
6893 - NumBooks: 16, SignUp: 51, BxD: 76234, DifferentBooks: 15, Deadline: 85054, ScoreHeuristic: 7141.906958861976
6751 - NumBooks: 14, SignUp: 44, BxD: 76926, DifferentBooks: 12, Deadline: 85010, ScoreHeuristic: 8610.996384297521
490 - NumBooks: 12, SignUp: 47, BxD: 21035, DifferentBooks: 12, Deadline: 84963, ScoreHeuristic: 6261.186509732911
9160 - NumBooks: 10, SignUp: 44, BxD: 40555, DifferentBooks: 9, Deadline: 84919, ScoreHeuristic: 7521.619834710744
9081 - NumBooks: 15, SignUp: 50, BxD: 56429, DifferentBooks: 15, Deadline: 84869, ScoreHeuristic: 6412.8064
2595 - NumBooks: 20, SignUp: 84, BxD: 33880, DifferentBooks: 20, Deadline: 84785, ScoreHeuristic: 8307.020408163266
1331 - NumBooks: 17, SignUp: 62, BxD: 3944, DifferentBooks: 14, Deadline: 84723, ScoreHeuristic: 9262.510145681581
5117 - NumBooks: 17, SignUp: 65, BxD: 33684, DifferentBooks: 16, Deadline: 84658, ScoreHeuristic: 7361.64
2928 - NumBooks: 17, SignUp: 62, BxD: 30160, DifferentBooks: 15, Deadline: 84596, ScoreHeuristic: 7852.246618106139
7658 - NumBooks: 13, SignUp: 46, BxD: 95177, DifferentBooks: 12, Deadline: 84550, ScoreHeuristic: 7092.568998109641
787 - NumBooks: 16, SignUp: 48, BxD: 49443, DifferentBooks: 15, Deadline: 84502, ScoreHeuristic: 7696.406684027777
5091 - NumBooks: 17, SignUp: 75, BxD: 32971, DifferentBooks: 16, Deadline: 84427, ScoreHeuristic: 7645.7536
5565 - NumBooks: 19, SignUp: 61, BxD: 33083, DifferentBooks: 19, Deadline: 84366, ScoreHeuristic: 6840.103466809997
3552 - NumBooks: 16, SignUp: 62, BxD: 6163, DifferentBooks: 16, Deadline: 84304, ScoreHeuristic: 6872.944849115504
88 - NumBooks: 20, SignUp: 57, BxD: 24451, DifferentBooks: 17, Deadline: 84247, ScoreHeuristic: 9669.444444444445
1978 - NumBooks: 13, SignUp: 47, BxD: 26301, DifferentBooks: 12, Deadline: 84200, ScoreHeuristic: 6512.833408782254
4154 - NumBooks: 13, SignUp: 40, BxD: 11863, DifferentBooks: 12, Deadline: 84160, ScoreHeuristic: 6181.890625
7737 - NumBooks: 17, SignUp: 53, BxD: 30107, DifferentBooks: 14, Deadline: 84107, ScoreHeuristic: 9674.392666429334
9508 - NumBooks: 18, SignUp: 59, BxD: 73854, DifferentBooks: 17, Deadline: 84048, ScoreHeuristic: 7518.947428899742
9315 - NumBooks: 10, SignUp: 43, BxD: 24007, DifferentBooks: 10, Deadline: 84005, ScoreHeuristic: 5607.57166035695
6079 - NumBooks: 17, SignUp: 63, BxD: 18963, DifferentBooks: 14, Deadline: 83942, ScoreHeuristic: 10358.716049382716
7967 - NumBooks: 17, SignUp: 57, BxD: 92195, DifferentBooks: 17, Deadline: 83885, ScoreHeuristic: 6450.6260387811635
3999 - NumBooks: 14, SignUp: 45, BxD: 80167, DifferentBooks: 13, Deadline: 83840, ScoreHeuristic: 6662.187160493827
1478 - NumBooks: 20, SignUp: 82, BxD: 27095, DifferentBooks: 18, Deadline: 83758, ScoreHeuristic: 9480.109458655563
9080 - NumBooks: 15, SignUp: 58, BxD: 93936, DifferentBooks: 15, Deadline: 83700, ScoreHeuristic: 6391.726813317479
1029 - NumBooks: 10, SignUp: 46, BxD: 80928, DifferentBooks: 10, Deadline: 83654, ScoreHeuristic: 5582.688563327032
5561 - NumBooks: 18, SignUp: 63, BxD: 60506, DifferentBooks: 18, Deadline: 83591, ScoreHeuristic: 6455.9949609473415
3764 - NumBooks: 20, SignUp: 68, BxD: 16962, DifferentBooks: 18, Deadline: 83523, ScoreHeuristic: 9604.0
2998 - NumBooks: 19, SignUp: 57, BxD: 11443, DifferentBooks: 16, Deadline: 83466, ScoreHeuristic: 8935.224376731301
1596 - NumBooks: 15, SignUp: 59, BxD: 97988, DifferentBooks: 15, Deadline: 83407, ScoreHeuristic: 6200.895145073255
9548 - NumBooks: 12, SignUp: 53, BxD: 68633, DifferentBooks: 12, Deadline: 83354, ScoreHeuristic: 5871.029191883233
2738 - NumBooks: 10, SignUp: 36, BxD: 52052, DifferentBooks: 9, Deadline: 83318, ScoreHeuristic: 6953.706790123457
7143 - NumBooks: 13, SignUp: 47, BxD: 13917, DifferentBooks: 13, Deadline: 83271, ScoreHeuristic: 5510.693073789045
9265 - NumBooks: 10, SignUp: 53, BxD: 28359, DifferentBooks: 9, Deadline: 83218, ScoreHeuristic: 7189.760056959773
8095 - NumBooks: 18, SignUp: 60, BxD: 83027, DifferentBooks: 15, Deadline: 83158, ScoreHeuristic: 9412.23361111111
1985 - NumBooks: 20, SignUp: 68, BxD: 92092, DifferentBooks: 17, Deadline: 83090, ScoreHeuristic: 8485.66089965398
8912 - NumBooks: 19, SignUp: 61, BxD: 30744, DifferentBooks: 18, Deadline: 83029, ScoreHeuristic: 7637.613813490997
4038 - NumBooks: 13, SignUp: 56, BxD: 34344, DifferentBooks: 13, Deadline: 82973, ScoreHeuristic: 5876.865114795918
2138 - NumBooks: 13, SignUp: 43, BxD: 89517, DifferentBooks: 10, Deadline: 82930, ScoreHeuristic: 10451.49594375338
5818 - NumBooks: 19, SignUp: 57, BxD: 75609, DifferentBooks: 17, Deadline: 82873, ScoreHeuristic: 6473.190520160049
165 - NumBooks: 19, SignUp: 75, BxD: 98922, DifferentBooks: 17, Deadline: 82798, ScoreHeuristic: 8439.484444444444
7261 - NumBooks: 12, SignUp: 37, BxD: 92116, DifferentBooks: 11, Deadline: 82761, ScoreHeuristic: 6447.655953250548
5931 - NumBooks: 15, SignUp: 56, BxD: 86934, DifferentBooks: 14, Deadline: 82705, ScoreHeuristic: 7101.071747448979
8839 - NumBooks: 19, SignUp: 79, BxD: 94021, DifferentBooks: 18, Deadline: 82626, ScoreHeuristic: 7968.387117449127
9733 - NumBooks: 16, SignUp: 70, BxD: 52652, DifferentBooks: 15, Deadline: 82556, ScoreHeuristic: 7391.086530612245
7624 - NumBooks: 12, SignUp: 51, BxD: 43395, DifferentBooks: 11, Deadline: 82505, ScoreHeuristic: 5669.2041522491345
242 - NumBooks: 17, SignUp: 70, BxD: 52019, DifferentBooks: 17, Deadline: 82435, ScoreHeuristic: 6293.022244897959
829 - NumBooks: 10, SignUp: 47, BxD: 36512, DifferentBooks: 10, Deadline: 82388, ScoreHeuristic: 5138.1444092349475
4084 - NumBooks: 12, SignUp: 47, BxD: 31572, DifferentBooks: 11, Deadline: 82341, ScoreHeuristic: 5400.686283386148
5890 - NumBooks: 13, SignUp: 55, BxD: 93441, DifferentBooks: 13, Deadline: 82286, ScoreHeuristic: 5500.244958677686
7729 - NumBooks: 18, SignUp: 66, BxD: 6191, DifferentBooks: 18, Deadline: 82220, ScoreHeuristic: 6025.052571166208
3267 - NumBooks: 18, SignUp: 56, BxD: 23573, DifferentBooks: 16, Deadline: 82164, ScoreHeuristic: 6969.268176020408
3877 - NumBooks: 13, SignUp: 54, BxD: 45365, DifferentBooks: 13, Deadline: 82110, ScoreHeuristic: 5429.506515775034
7963 - NumBooks: 11, SignUp: 42, BxD: 71759, DifferentBooks: 10, Deadline: 82068, ScoreHeuristic: 4767.573696145125
1996 - NumBooks: 12, SignUp: 41, BxD: 99997, DifferentBooks: 12, Deadline: 82027, ScoreHeuristic: 4670.555621653778
5558 - NumBooks: 17, SignUp: 48, BxD: 89771, DifferentBooks: 16, Deadline: 81979, ScoreHeuristic: 5322.918402777777
5426 - NumBooks: 16, SignUp: 71, BxD: 14324, DifferentBooks: 15, Deadline: 81908, ScoreHeuristic: 6652.5850029756
370 - NumBooks: 17, SignUp: 55, BxD: 29929, DifferentBooks: 16, Deadline: 81853, ScoreHeuristic: 5644.107107438016
7217 - NumBooks: 16, SignUp: 57, BxD: 32093, DifferentBooks: 15, Deadline: 81796, ScoreHeuristic: 7088.458294859957
9960 - NumBooks: 12, SignUp: 39, BxD: 69811, DifferentBooks: 11, Deadline: 81757, ScoreHeuristic: 5702.186061801446
9629 - NumBooks: 17, SignUp: 60, BxD: 99829, DifferentBooks: 17, Deadline: 81697, ScoreHeuristic: 5490.81
6485 - NumBooks: 16, SignUp: 54, BxD: 51839, DifferentBooks: 16, Deadline: 81643, ScoreHeuristic: 5205.355281207133
1488 - NumBooks: 13, SignUp: 62, BxD: 4635, DifferentBooks: 12, Deadline: 81581, ScoreHeuristic: 6485.444588969823
4380 - NumBooks: 17, SignUp: 66, BxD: 83645, DifferentBooks: 16, Deadline: 81515, ScoreHeuristic: 6806.25
7881 - NumBooks: 12, SignUp: 53, BxD: 79097, DifferentBooks: 11, Deadline: 81462, ScoreHeuristic: 5730.204343182627
6623 - NumBooks: 17, SignUp: 52, BxD: 38836, DifferentBooks: 15, Deadline: 81410, ScoreHeuristic: 6060.0236686390535
1504 - NumBooks: 19, SignUp: 61, BxD: 11267, DifferentBooks: 19, Deadline: 81349, ScoreHeuristic: 5432.414942219833
3737 - NumBooks: 16, SignUp: 70, BxD: 74037, DifferentBooks: 15, Deadline: 81279, ScoreHeuristic: 6347.536530612245
7424 - NumBooks: 19, SignUp: 66, BxD: 48443, DifferentBooks: 16, Deadline: 81213, ScoreHeuristic: 6921.735766758494
5172 - NumBooks: 20, SignUp: 85, BxD: 21928, DifferentBooks: 18, Deadline: 81128, ScoreHeuristic: 8457.507128027682
9761 - NumBooks: 12, SignUp: 47, BxD: 12315, DifferentBooks: 10, Deadline: 81081, ScoreHeuristic: 7203.3141693073785
1948 - NumBooks: 16, SignUp: 56, BxD: 12439, DifferentBooks: 15, Deadline: 81025, ScoreHeuristic: 5043.5360331632655
7442 - NumBooks: 13, SignUp: 62, BxD: 69348, DifferentBooks: 12, Deadline: 80963, ScoreHeuristic: 5901.70889698231
1873 - NumBooks: 13, SignUp: 43, BxD: 30198, DifferentBooks: 12, Deadline: 80920, ScoreHeuristic: 4825.402379664683
2973 - NumBooks: 18, SignUp: 68, BxD: 13897, DifferentBooks: 17, Deadline: 80852, ScoreHeuristic: 5517.431012110726
69 - NumBooks: 13, SignUp: 41, BxD: 99846, DifferentBooks: 12, Deadline: 80811, ScoreHeuristic: 5041.0
381 - NumBooks: 16, SignUp: 71, BxD: 49613, DifferentBooks: 16, Deadline: 80740, ScoreHeuristic: 5382.598889109304
2783 - NumBooks: 18, SignUp: 73, BxD: 38782, DifferentBooks: 16, Deadline: 80667, ScoreHeuristic: 7363.050478513793
1830 - NumBooks: 16, SignUp: 64, BxD: 45570, DifferentBooks: 15, Deadline: 80603, ScoreHeuristic: 6132.84765625
1133 - NumBooks: 20, SignUp: 90, BxD: 40330, DifferentBooks: 18, Deadline: 80513, ScoreHeuristic: 6685.787777777778
3597 - NumBooks: 20, SignUp: 82, BxD: 54677, DifferentBooks: 16, Deadline: 80431, ScoreHeuristic: 9220.683521713267
5202 - NumBooks: 18, SignUp: 80, BxD: 56134, DifferentBooks: 17, Deadline: 80351, ScoreHeuristic: 6101.56265625
1984 - NumBooks: 10, SignUp: 38, BxD: 9769, DifferentBooks: 9, Deadline: 80313, ScoreHeuristic: 5375.204986149584
1989 - NumBooks: 13, SignUp: 51, BxD: 7174, DifferentBooks: 13, Deadline: 80262, ScoreHeuristic: 4473.249134948097
9616 - NumBooks: 11, SignUp: 45, BxD: 65803, DifferentBooks: 10, Deadline: 80217, ScoreHeuristic: 5857.351111111111
832 - NumBooks: 19, SignUp: 73, BxD: 1886, DifferentBooks: 18, Deadline: 80144, ScoreHeuristic: 6039.206042409458
3729 - NumBooks: 11, SignUp: 60, BxD: 16747, DifferentBooks: 10, Deadline: 80084, ScoreHeuristic: 4902.333611111111
1024 - NumBooks: 11, SignUp: 49, BxD: 72208, DifferentBooks: 11, Deadline: 80035, ScoreHeuristic: 4246.251145356102
7512 - NumBooks: 20, SignUp: 77, BxD: 83200, DifferentBooks: 18, Deadline: 79958, ScoreHeuristic: 6660.2556923595885
9795 - NumBooks: 20, SignUp: 74, BxD: 47348, DifferentBooks: 18, Deadline: 79884, ScoreHeuristic: 6460.683710737765
7974 - NumBooks: 13, SignUp: 56, BxD: 2420, DifferentBooks: 12, Deadline: 79828, ScoreHeuristic: 5232.972257653061
8893 - NumBooks: 12, SignUp: 50, BxD: 73306, DifferentBooks: 11, Deadline: 79778, ScoreHeuristic: 5836.96
5849 - NumBooks: 19, SignUp: 77, BxD: 87831, DifferentBooks: 18, Deadline: 79701, ScoreHeuristic: 5707.115702479339
1137 - NumBooks: 15, SignUp: 79, BxD: 44600, DifferentBooks: 15, Deadline: 79622, ScoreHeuristic: 5196.767344976766
5765 - NumBooks: 12, SignUp: 57, BxD: 92811, DifferentBooks: 11, Deadline: 79565, ScoreHeuristic: 5419.026161895968
8366 - NumBooks: 17, SignUp: 79, BxD: 90299, DifferentBooks: 16, Deadline: 79486, ScoreHeuristic: 5915.362281685628
4072 - NumBooks: 14, SignUp: 68, BxD: 72514, DifferentBooks: 13, Deadline: 79418, ScoreHeuristic: 5469.472534602076
3698 - NumBooks: 11, SignUp: 54, BxD: 11587, DifferentBooks: 10, Deadline: 79364, ScoreHeuristic: 4329.152606310014
6966 - NumBooks: 13, SignUp: 51, BxD: 22226, DifferentBooks: 11, Deadline: 79313, ScoreHeuristic: 6798.164167627835
3932 - NumBooks: 14, SignUp: 61, BxD: 82457, DifferentBooks: 13, Deadline: 79252, ScoreHeuristic: 4595.061811341037
7025 - NumBooks: 11, SignUp: 36, BxD: 57782, DifferentBooks: 10, Deadline: 79216, ScoreHeuristic: 3710.840277777778
3229 - NumBooks: 15, SignUp: 52, BxD: 97762, DifferentBooks: 14, Deadline: 79164, ScoreHeuristic: 5172.92899408284
2881 - NumBooks: 11, SignUp: 48, BxD: 14359, DifferentBooks: 10, Deadline: 79116, ScoreHeuristic: 5220.0625
694 - NumBooks: 12, SignUp: 59, BxD: 15194, DifferentBooks: 11, Deadline: 79057, ScoreHeuristic: 5701.529732835392
1868 - NumBooks: 13, SignUp: 39, BxD: 84184, DifferentBooks: 12, Deadline: 79018, ScoreHeuristic: 4882.06771860618
5607 - NumBooks: 17, SignUp: 78, BxD: 50969, DifferentBooks: 17, Deadline: 78940, ScoreHeuristic: 4952.189513477975
7363 - NumBooks: 10, SignUp: 49, BxD: 85298, DifferentBooks: 9, Deadline: 78891, ScoreHeuristic: 4549.364847980009
9775 - NumBooks: 18, SignUp: 74, BxD: 62148, DifferentBooks: 16, Deadline: 78817, ScoreHeuristic: 6629.0403579254935
8644 - NumBooks: 15, SignUp: 52, BxD: 23639, DifferentBooks: 14, Deadline: 78765, ScoreHeuristic: 4404.364275147929
5100 - NumBooks: 16, SignUp: 63, BxD: 36887, DifferentBooks: 15, Deadline: 78702, ScoreHeuristic: 4877.802973041068
1420 - NumBooks: 19, SignUp: 90, BxD: 22100, DifferentBooks: 18, Deadline: 78612, ScoreHeuristic: 5970.137777777778
6924 - NumBooks: 20, SignUp: 82, BxD: 84952, DifferentBooks: 19, Deadline: 78530, ScoreHeuristic: 5584.828078524688
703 - NumBooks: 17, SignUp: 76, BxD: 40469, DifferentBooks: 17, Deadline: 78454, ScoreHeuristic: 4810.152527700831
1241 - NumBooks: 19, SignUp: 71, BxD: 73601, DifferentBooks: 17, Deadline: 78383, ScoreHeuristic: 6141.26086094029
6468 - NumBooks: 20, SignUp: 95, BxD: 41383, DifferentBooks: 20, Deadline: 78288, ScoreHeuristic: 5372.118448753463
6826 - NumBooks: 14, SignUp: 58, BxD: 38721, DifferentBooks: 12, Deadline: 78230, ScoreHeuristic: 5394.649227110583
1164 - NumBooks: 14, SignUp: 60, BxD: 41008, DifferentBooks: 13, Deadline: 78170, ScoreHeuristic: 5224.880277777777
1557 - NumBooks: 17, SignUp: 83, BxD: 37484, DifferentBooks: 16, Deadline: 78087, ScoreHeuristic: 6067.09609522427
9992 - NumBooks: 17, SignUp: 75, BxD: 72514, DifferentBooks: 16, Deadline: 78012, ScoreHeuristic: 4903.734044444444
3568 - NumBooks: 16, SignUp: 59, BxD: 306, DifferentBooks: 14, Deadline: 77953, ScoreHeuristic: 6110.469405343292
9285 - NumBooks: 16, SignUp: 65, BxD: 40537, DifferentBooks: 13, Deadline: 77888, ScoreHeuristic: 6122.460591715976
4473 - NumBooks: 20, SignUp: 80, BxD: 49531, DifferentBooks: 17, Deadline: 77808, ScoreHeuristic: 6424.0225
520 - NumBooks: 13, SignUp: 56, BxD: 68846, DifferentBooks: 12, Deadline: 77752, ScoreHeuristic: 4096.0
2119 - NumBooks: 16, SignUp: 72, BxD: 69020, DifferentBooks: 15, Deadline: 77680, ScoreHeuristic: 5347.265625
6446 - NumBooks: 20, SignUp: 74, BxD: 55749, DifferentBooks: 17, Deadline: 77606, ScoreHeuristic: 7930.624543462382
3134 - NumBooks: 20, SignUp: 70, BxD: 80310, DifferentBooks: 15, Deadline: 77536, ScoreHeuristic: 6535.567551020408
6792 - NumBooks: 14, SignUp: 58, BxD: 16113, DifferentBooks: 13, Deadline: 77478, ScoreHeuristic: 5211.3463139120095
8831 - NumBooks: 12, SignUp: 51, BxD: 49670, DifferentBooks: 11, Deadline: 77427, ScoreHeuristic: 4656.0553633218
7734 - NumBooks: 20, SignUp: 65, BxD: 98080, DifferentBooks: 18, Deadline: 77362, ScoreHeuristic: 5181.784852071006
417 - NumBooks: 20, SignUp: 87, BxD: 50004, DifferentBooks: 17, Deadline: 77275, ScoreHeuristic: 6773.10080591888
8211 - NumBooks: 13, SignUp: 52, BxD: 45950, DifferentBooks: 12, Deadline: 77223, ScoreHeuristic: 4553.654215976331
5761 - NumBooks: 20, SignUp: 72, BxD: 76971, DifferentBooks: 15, Deadline: 77151, ScoreHeuristic: 6687.604938271605
2664 - NumBooks: 19, SignUp: 99, BxD: 73292, DifferentBooks: 19, Deadline: 77052, ScoreHeuristic: 5169.464748495052
599 - NumBooks: 19, SignUp: 82, BxD: 21833, DifferentBooks: 18, Deadline: 76970, ScoreHeuristic: 4903.415229030339
1743 - NumBooks: 20, SignUp: 86, BxD: 25243, DifferentBooks: 19, Deadline: 76884, ScoreHeuristic: 5526.020686857761
8521 - NumBooks: 20, SignUp: 84, BxD: 80631, DifferentBooks: 19, Deadline: 76800, ScoreHeuristic: 4938.408304988662
8330 - NumBooks: 17, SignUp: 61, BxD: 95571, DifferentBooks: 15, Deadline: 76739, ScoreHeuristic: 5106.3910239183015
6464 - NumBooks: 18, SignUp: 99, BxD: 2153, DifferentBooks: 18, Deadline: 76640, ScoreHeuristic: 5030.964595449444
5933 - NumBooks: 11, SignUp: 48, BxD: 82757, DifferentBooks: 10, Deadline: 76592, ScoreHeuristic: 4755.251736111111
6821 - NumBooks: 20, SignUp: 80, BxD: 43443, DifferentBooks: 18, Deadline: 76512, ScoreHeuristic: 5115.825625
9002 - NumBooks: 20, SignUp: 65, BxD: 64199, DifferentBooks: 18, Deadline: 76447, ScoreHeuristic: 5891.152899408284
7007 - NumBooks: 17, SignUp: 54, BxD: 75612, DifferentBooks: 13, Deadline: 76393, ScoreHeuristic: 6020.610425240055
5171 - NumBooks: 20, SignUp: 87, BxD: 96383, DifferentBooks: 20, Deadline: 76306, ScoreHeuristic: 4624.0
4977 - NumBooks: 18, SignUp: 77, BxD: 33098, DifferentBooks: 16, Deadline: 76229, ScoreHeuristic: 5636.694383538539
2722 - NumBooks: 15, SignUp: 69, BxD: 56155, DifferentBooks: 13, Deadline: 76160, ScoreHeuristic: 5030.7153959252255
5502 - NumBooks: 13, SignUp: 58, BxD: 94849, DifferentBooks: 11, Deadline: 76102, ScoreHeuristic: 3820.518727705113
1886 - NumBooks: 14, SignUp: 59, BxD: 24979, DifferentBooks: 13, Deadline: 76043, ScoreHeuristic: 4498.089342143062
8222 - NumBooks: 14, SignUp: 56, BxD: 11079, DifferentBooks: 11, Deadline: 75987, ScoreHeuristic: 6391.431441326531
5471 - NumBooks: 16, SignUp: 85, BxD: 31136, DifferentBooks: 16, Deadline: 75902, ScoreHeuristic: 4366.877370242215
2131 - NumBooks: 19, SignUp: 72, BxD: 98034, DifferentBooks: 16, Deadline: 75830, ScoreHeuristic: 4210.567901234568
984 - NumBooks: 18, SignUp: 84, BxD: 3206, DifferentBooks: 17, Deadline: 75746, ScoreHeuristic: 4818.673611111111
124 - NumBooks: 20, SignUp: 73, BxD: 43199, DifferentBooks: 17, Deadline: 75673, ScoreHeuristic: 6034.94858322387
4397 - NumBooks: 18, SignUp: 69, BxD: 63954, DifferentBooks: 16, Deadline: 75604, ScoreHeuristic: 5213.258559126234
4101 - NumBooks: 13, SignUp: 49, BxD: 86298, DifferentBooks: 11, Deadline: 75555, ScoreHeuristic: 4574.175760099958
4951 - NumBooks: 20, SignUp: 90, BxD: 51573, DifferentBooks: 17, Deadline: 75465, ScoreHeuristic: 6453.444444444444
8392 - NumBooks: 15, SignUp: 72, BxD: 6998, DifferentBooks: 14, Deadline: 75393, ScoreHeuristic: 4341.3456790123455
7644 - NumBooks: 18, SignUp: 75, BxD: 83981, DifferentBooks: 15, Deadline: 75318, ScoreHeuristic: 5243.690844444444
9028 - NumBooks: 15, SignUp: 75, BxD: 63457, DifferentBooks: 14, Deadline: 75243, ScoreHeuristic: 4784.950044444445
1246 - NumBooks: 12, SignUp: 50, BxD: 40676, DifferentBooks: 9, Deadline: 75193, ScoreHeuristic: 5320.2436
9200 - NumBooks: 18, SignUp: 77, BxD: 63347, DifferentBooks: 15, Deadline: 75116, ScoreHeuristic: 6344.019058863215
918 - NumBooks: 13, SignUp: 58, BxD: 23684, DifferentBooks: 11, Deadline: 75058, ScoreHeuristic: 5176.554399524376
4170 - NumBooks: 18, SignUp: 74, BxD: 82625, DifferentBooks: 17, Deadline: 74984, ScoreHeuristic: 4265.502008765522
8093 - NumBooks: 18, SignUp: 95, BxD: 18926, DifferentBooks: 17, Deadline: 74889, ScoreHeuristic: 5196.133407202216
6212 - NumBooks: 13, SignUp: 55, BxD: 54835, DifferentBooks: 13, Deadline: 74834, ScoreHeuristic: 3324.046611570248
5798 - NumBooks: 13, SignUp: 56, BxD: 33784, DifferentBooks: 11, Deadline: 74778, ScoreHeuristic: 4066.3396045918366
7666 - NumBooks: 19, SignUp: 75, BxD: 70098, DifferentBooks: 17, Deadline: 74703, ScoreHeuristic: 5587.064177777777
