1949 - NumBooks: 20, SignUp: 10, BxD: 42726, DifferentBooks: 0 ScoreHeuristic: 529984.0
1175 - NumBooks: 14, SignUp: 559, BxD: 39158, DifferentBooks: 0 ScoreHeuristic: 105.18171984856679
372 - NumBooks: 16, SignUp: 459, BxD: 21828, DifferentBooks: 0 ScoreHeuristic: 105.11833530313602
9089 - NumBooks: 17, SignUp: 483, BxD: 22990, DifferentBooks: 0 ScoreHeuristic: 105.11556052792888
1897 - NumBooks: 20, SignUp: 578, BxD: 28742, DifferentBooks: 0 ScoreHeuristic: 105.00930604279164
1429 - NumBooks: 15, SignUp: 376, BxD: 2693, DifferentBooks: 0 ScoreHeuristic: 105.00798579674061
3933 - NumBooks: 12, SignUp: 332, BxD: 52774, DifferentBooks: 0 ScoreHeuristic: 105.0007620844825
4856 - NumBooks: 19, SignUp: 612, BxD: 22372, DifferentBooks: 0 ScoreHeuristic: 104.89508308770131
7204 - NumBooks: 17, SignUp: 497, BxD: 33598, DifferentBooks: 0 ScoreHeuristic: 104.84606228922833
1531 - NumBooks: 14, SignUp: 425, BxD: 65217, DifferentBooks: 0 ScoreHeuristic: 104.76124567474048
7973 - NumBooks: 15, SignUp: 409, BxD: 55787, DifferentBooks: 0 ScoreHeuristic: 104.7494694555867
6326 - NumBooks: 10, SignUp: 257, BxD: 90129, DifferentBooks: 0 ScoreHeuristic: 104.7237656891096
7816 - NumBooks: 17, SignUp: 574, BxD: 89483, DifferentBooks: 0 ScoreHeuristic: 104.65218710922798
2010 - NumBooks: 19, SignUp: 558, BxD: 17046, DifferentBooks: 0 ScoreHeuristic: 104.64043370460297
6820 - NumBooks: 16, SignUp: 464, BxD: 52337, DifferentBooks: 0 ScoreHeuristic: 104.62115413198573
2538 - NumBooks: 15, SignUp: 482, BxD: 60878, DifferentBooks: 0 ScoreHeuristic: 104.5315335479761
4538 - NumBooks: 12, SignUp: 460, BxD: 46658, DifferentBooks: 0 ScoreHeuristic: 104.52839792060492
1337 - NumBooks: 10, SignUp: 282, BxD: 38740, DifferentBooks: 0 ScoreHeuristic: 104.51799456767768
333 - NumBooks: 20, SignUp: 682, BxD: 97651, DifferentBooks: 0 ScoreHeuristic: 104.50715078129703
5452 - NumBooks: 13, SignUp: 521, BxD: 33024, DifferentBooks: 0 ScoreHeuristic: 104.42407742382322
1534 - NumBooks: 17, SignUp: 466, BxD: 7612, DifferentBooks: 0 ScoreHeuristic: 104.33789533791376
404 - NumBooks: 10, SignUp: 273, BxD: 3437, DifferentBooks: 0 ScoreHeuristic: 104.29422104147379
7379 - NumBooks: 19, SignUp: 657, BxD: 75621, DifferentBooks: 0 ScoreHeuristic: 104.08968629604146
1435 - NumBooks: 14, SignUp: 347, BxD: 45281, DifferentBooks: 0 ScoreHeuristic: 104.07527676502588
8160 - NumBooks: 19, SignUp: 525, BxD: 34615, DifferentBooks: 0 ScoreHeuristic: 104.00114648526078
3355 - NumBooks: 14, SignUp: 471, BxD: 1617, DifferentBooks: 0 ScoreHeuristic: 103.94473519322398
5069 - NumBooks: 19, SignUp: 578, BxD: 16583, DifferentBooks: 0 ScoreHeuristic: 103.87771039618778
5762 - NumBooks: 18, SignUp: 539, BxD: 80514, DifferentBooks: 0 ScoreHeuristic: 103.85840954698628
3189 - NumBooks: 18, SignUp: 492, BxD: 77741, DifferentBooks: 0 ScoreHeuristic: 103.81621802498513
269 - NumBooks: 14, SignUp: 527, BxD: 9247, DifferentBooks: 0 ScoreHeuristic: 103.75374555771994
1738 - NumBooks: 17, SignUp: 404, BxD: 49328, DifferentBooks: 0 ScoreHeuristic: 103.74733482011567
8000 - NumBooks: 13, SignUp: 310, BxD: 23136, DifferentBooks: 0 ScoreHeuristic: 103.64553590010406
1209 - NumBooks: 20, SignUp: 594, BxD: 54928, DifferentBooks: 0 ScoreHeuristic: 103.63514210568083
2584 - NumBooks: 16, SignUp: 501, BxD: 1966, DifferentBooks: 0 ScoreHeuristic: 103.62508515902327
8823 - NumBooks: 12, SignUp: 363, BxD: 51403, DifferentBooks: 0 ScoreHeuristic: 103.61333090484105
2529 - NumBooks: 14, SignUp: 299, BxD: 83777, DifferentBooks: 0 ScoreHeuristic: 103.576570731871
4962 - NumBooks: 18, SignUp: 397, BxD: 57506, DifferentBooks: 0 ScoreHeuristic: 103.50627819477315
9627 - NumBooks: 13, SignUp: 423, BxD: 74687, DifferentBooks: 0 ScoreHeuristic: 103.43322770484382
6496 - NumBooks: 19, SignUp: 652, BxD: 27054, DifferentBooks: 0 ScoreHeuristic: 103.34032142722722
3743 - NumBooks: 14, SignUp: 284, BxD: 20206, DifferentBooks: 0 ScoreHeuristic: 103.33724707399325
1962 - NumBooks: 19, SignUp: 707, BxD: 92968, DifferentBooks: 0 ScoreHeuristic: 103.27964045141633
2112 - NumBooks: 17, SignUp: 346, BxD: 67397, DifferentBooks: 0 ScoreHeuristic: 103.20445888603027
6809 - NumBooks: 18, SignUp: 443, BxD: 68220, DifferentBooks: 0 ScoreHeuristic: 103.18523916045432
3518 - NumBooks: 13, SignUp: 399, BxD: 29293, DifferentBooks: 0 ScoreHeuristic: 103.08101707903845
952 - NumBooks: 11, SignUp: 408, BxD: 67809, DifferentBooks: 0 ScoreHeuristic: 103.01254925990004
2059 - NumBooks: 16, SignUp: 490, BxD: 28767, DifferentBooks: 0 ScoreHeuristic: 103.00178675551854
2684 - NumBooks: 12, SignUp: 318, BxD: 22872, DifferentBooks: 0 ScoreHeuristic: 102.97781931094498
7224 - NumBooks: 13, SignUp: 468, BxD: 92316, DifferentBooks: 0 ScoreHeuristic: 102.97045529257068
6141 - NumBooks: 18, SignUp: 686, BxD: 77654, DifferentBooks: 0 ScoreHeuristic: 102.9071241574514
7006 - NumBooks: 12, SignUp: 223, BxD: 88931, DifferentBooks: 0 ScoreHeuristic: 102.89054676345795
3177 - NumBooks: 20, SignUp: 734, BxD: 35873, DifferentBooks: 0 ScoreHeuristic: 102.88149923156308
608 - NumBooks: 11, SignUp: 280, BxD: 4136, DifferentBooks: 0 ScoreHeuristic: 102.87755102040816
9178 - NumBooks: 18, SignUp: 574, BxD: 43010, DifferentBooks: 0 ScoreHeuristic: 102.84221308987604
7742 - NumBooks: 18, SignUp: 540, BxD: 31329, DifferentBooks: 0 ScoreHeuristic: 102.83462277091907
2815 - NumBooks: 12, SignUp: 364, BxD: 59375, DifferentBooks: 0 ScoreHeuristic: 102.82182858350441
6735 - NumBooks: 11, SignUp: 260, BxD: 40015, DifferentBooks: 0 ScoreHeuristic: 102.7884023668639
7507 - NumBooks: 17, SignUp: 454, BxD: 24686, DifferentBooks: 0 ScoreHeuristic: 102.74992722544586
9581 - NumBooks: 19, SignUp: 619, BxD: 16523, DifferentBooks: 0 ScoreHeuristic: 102.73247016267314
5619 - NumBooks: 14, SignUp: 509, BxD: 27942, DifferentBooks: 0 ScoreHeuristic: 102.72957492058468
4831 - NumBooks: 20, SignUp: 401, BxD: 61935, DifferentBooks: 0 ScoreHeuristic: 102.61033202529835
4321 - NumBooks: 17, SignUp: 506, BxD: 38798, DifferentBooks: 0 ScoreHeuristic: 102.58567154618882
3596 - NumBooks: 16, SignUp: 501, BxD: 62363, DifferentBooks: 0 ScoreHeuristic: 102.4903645802208
1649 - NumBooks: 10, SignUp: 231, BxD: 45602, DifferentBooks: 0 ScoreHeuristic: 102.43893480257117
9687 - NumBooks: 19, SignUp: 530, BxD: 85449, DifferentBooks: 0 ScoreHeuristic: 102.3533072267711
4337 - NumBooks: 19, SignUp: 637, BxD: 86744, DifferentBooks: 0 ScoreHeuristic: 102.3368862579448
7614 - NumBooks: 18, SignUp: 476, BxD: 63397, DifferentBooks: 0 ScoreHeuristic: 102.32427529835464
7458 - NumBooks: 17, SignUp: 492, BxD: 41794, DifferentBooks: 0 ScoreHeuristic: 102.28937801573137
2299 - NumBooks: 16, SignUp: 454, BxD: 79502, DifferentBooks: 0 ScoreHeuristic: 102.17023908866852
5157 - NumBooks: 13, SignUp: 474, BxD: 48927, DifferentBooks: 0 ScoreHeuristic: 102.1634754045826
3712 - NumBooks: 15, SignUp: 369, BxD: 35496, DifferentBooks: 0 ScoreHeuristic: 102.12499173772225
7399 - NumBooks: 15, SignUp: 508, BxD: 52470, DifferentBooks: 0 ScoreHeuristic: 102.09749906999814
1461 - NumBooks: 20, SignUp: 531, BxD: 29291, DifferentBooks: 0 ScoreHeuristic: 102.04424016087331
2970 - NumBooks: 15, SignUp: 399, BxD: 58501, DifferentBooks: 0 ScoreHeuristic: 101.9644411781333
7389 - NumBooks: 18, SignUp: 701, BxD: 75330, DifferentBooks: 0 ScoreHeuristic: 101.94949542227224
702 - NumBooks: 19, SignUp: 594, BxD: 74367, DifferentBooks: 0 ScoreHeuristic: 101.86042524005487
2225 - NumBooks: 11, SignUp: 251, BxD: 8389, DifferentBooks: 0 ScoreHeuristic: 101.84106601482516
8189 - NumBooks: 18, SignUp: 593, BxD: 68579, DifferentBooks: 0 ScoreHeuristic: 101.82954025178516
2629 - NumBooks: 14, SignUp: 394, BxD: 65581, DifferentBooks: 0 ScoreHeuristic: 101.73333505114793
9184 - NumBooks: 17, SignUp: 538, BxD: 55499, DifferentBooks: 0 ScoreHeuristic: 101.67985862550269
2691 - NumBooks: 16, SignUp: 507, BxD: 8384, DifferentBooks: 0 ScoreHeuristic: 101.66366723854206
7068 - NumBooks: 20, SignUp: 568, BxD: 13275, DifferentBooks: 0 ScoreHeuristic: 101.66177655723071
1866 - NumBooks: 17, SignUp: 596, BxD: 81039, DifferentBooks: 0 ScoreHeuristic: 101.61722444934912
2581 - NumBooks: 11, SignUp: 303, BxD: 22547, DifferentBooks: 0 ScoreHeuristic: 101.52391377751637
7341 - NumBooks: 12, SignUp: 441, BxD: 70458, DifferentBooks: 0 ScoreHeuristic: 101.50219815817483
9875 - NumBooks: 14, SignUp: 375, BxD: 82008, DifferentBooks: 0 ScoreHeuristic: 101.49890844444444
6460 - NumBooks: 14, SignUp: 434, BxD: 24856, DifferentBooks: 0 ScoreHeuristic: 101.43367346938776
9147 - NumBooks: 17, SignUp: 505, BxD: 51691, DifferentBooks: 0 ScoreHeuristic: 101.43082442897754
6927 - NumBooks: 18, SignUp: 601, BxD: 24343, DifferentBooks: 0 ScoreHeuristic: 101.40255425649431
1687 - NumBooks: 13, SignUp: 403, BxD: 17578, DifferentBooks: 0 ScoreHeuristic: 101.39440548245479
971 - NumBooks: 13, SignUp: 363, BxD: 56591, DifferentBooks: 0 ScoreHeuristic: 101.32668533570111
7478 - NumBooks: 13, SignUp: 508, BxD: 68165, DifferentBooks: 0 ScoreHeuristic: 101.30343248186496
8230 - NumBooks: 18, SignUp: 519, BxD: 10318, DifferentBooks: 0 ScoreHeuristic: 101.27571920211166
1451 - NumBooks: 11, SignUp: 240, BxD: 90914, DifferentBooks: 0 ScoreHeuristic: 101.25390625
6848 - NumBooks: 14, SignUp: 338, BxD: 87437, DifferentBooks: 0 ScoreHeuristic: 101.24646370925387
8144 - NumBooks: 17, SignUp: 456, BxD: 75829, DifferentBooks: 0 ScoreHeuristic: 101.2318405663281
7094 - NumBooks: 19, SignUp: 526, BxD: 30418, DifferentBooks: 0 ScoreHeuristic: 101.18218060113635
6687 - NumBooks: 16, SignUp: 531, BxD: 15726, DifferentBooks: 0 ScoreHeuristic: 101.13313543362379
2509 - NumBooks: 10, SignUp: 160, BxD: 99144, DifferentBooks: 0 ScoreHeuristic: 100.8769140625
3049 - NumBooks: 14, SignUp: 485, BxD: 35297, DifferentBooks: 0 ScoreHeuristic: 100.86785418216601
1431 - NumBooks: 20, SignUp: 604, BxD: 38830, DifferentBooks: 0 ScoreHeuristic: 100.86278014122188
3165 - NumBooks: 20, SignUp: 592, BxD: 59867, DifferentBooks: 0 ScoreHeuristic: 100.84637794466764
843 - NumBooks: 14, SignUp: 382, BxD: 21061, DifferentBooks: 0 ScoreHeuristic: 100.83945067295305
4375 - NumBooks: 16, SignUp: 518, BxD: 38556, DifferentBooks: 0 ScoreHeuristic: 100.69618819039668
4421 - NumBooks: 17, SignUp: 531, BxD: 46858, DifferentBooks: 0 ScoreHeuristic: 100.64132628271285
5626 - NumBooks: 17, SignUp: 408, BxD: 41246, DifferentBooks: 0 ScoreHeuristic: 100.63827013648597
8944 - NumBooks: 13, SignUp: 437, BxD: 39665, DifferentBooks: 0 ScoreHeuristic: 100.45818954908911
3132 - NumBooks: 17, SignUp: 477, BxD: 80733, DifferentBooks: 0 ScoreHeuristic: 100.41972671615487
1130 - NumBooks: 15, SignUp: 531, BxD: 79194, DifferentBooks: 0 ScoreHeuristic: 100.41474175506542
6942 - NumBooks: 17, SignUp: 490, BxD: 35092, DifferentBooks: 0 ScoreHeuristic: 100.36768429820908
4504 - NumBooks: 15, SignUp: 579, BxD: 18435, DifferentBooks: 0 ScoreHeuristic: 100.34572143622051
5717 - NumBooks: 19, SignUp: 575, BxD: 62204, DifferentBooks: 0 ScoreHeuristic: 100.31328846880908
190 - NumBooks: 16, SignUp: 493, BxD: 85552, DifferentBooks: 0 ScoreHeuristic: 100.2841772646668
9579 - NumBooks: 15, SignUp: 415, BxD: 81639, DifferentBooks: 0 ScoreHeuristic: 100.24110901437074
7604 - NumBooks: 16, SignUp: 511, BxD: 49025, DifferentBooks: 0 ScoreHeuristic: 100.23497152661027
8702 - NumBooks: 18, SignUp: 530, BxD: 35175, DifferentBooks: 0 ScoreHeuristic: 100.18876824492702
8183 - NumBooks: 15, SignUp: 431, BxD: 78166, DifferentBooks: 0 ScoreHeuristic: 100.09282895763911
3308 - NumBooks: 16, SignUp: 480, BxD: 66059, DifferentBooks: 0 ScoreHeuristic: 100.04167100694444
4862 - NumBooks: 15, SignUp: 433, BxD: 88349, DifferentBooks: 0 ScoreHeuristic: 100.0
2301 - NumBooks: 13, SignUp: 481, BxD: 65406, DifferentBooks: 0 ScoreHeuristic: 99.9168572058385
4840 - NumBooks: 16, SignUp: 518, BxD: 21634, DifferentBooks: 0 ScoreHeuristic: 99.88420342570922
6639 - NumBooks: 15, SignUp: 433, BxD: 76643, DifferentBooks: 0 ScoreHeuristic: 99.81532783256618
3314 - NumBooks: 12, SignUp: 406, BxD: 64207, DifferentBooks: 0 ScoreHeuristic: 99.65546967895362
4931 - NumBooks: 16, SignUp: 494, BxD: 86838, DifferentBooks: 0 ScoreHeuristic: 99.63595944860594
7321 - NumBooks: 20, SignUp: 350, BxD: 14946, DifferentBooks: 0 ScoreHeuristic: 99.54337959183674
5969 - NumBooks: 12, SignUp: 407, BxD: 71953, DifferentBooks: 0 ScoreHeuristic: 99.50920319470688
7161 - NumBooks: 18, SignUp: 551, BxD: 77685, DifferentBooks: 0 ScoreHeuristic: 99.45627649447795
6483 - NumBooks: 14, SignUp: 504, BxD: 86199, DifferentBooks: 0 ScoreHeuristic: 99.32653454900479
5614 - NumBooks: 12, SignUp: 286, BxD: 34029, DifferentBooks: 0 ScoreHeuristic: 99.30192185436941
1083 - NumBooks: 17, SignUp: 486, BxD: 8480, DifferentBooks: 0 ScoreHeuristic: 99.26063100137175
4110 - NumBooks: 16, SignUp: 454, BxD: 77313, DifferentBooks: 0 ScoreHeuristic: 99.25250344466222
5652 - NumBooks: 19, SignUp: 565, BxD: 12628, DifferentBooks: 0 ScoreHeuristic: 99.18749784634662
2409 - NumBooks: 18, SignUp: 612, BxD: 45878, DifferentBooks: 0 ScoreHeuristic: 99.18467523174847
5401 - NumBooks: 18, SignUp: 476, BxD: 7934, DifferentBooks: 0 ScoreHeuristic: 99.07776640067792
3845 - NumBooks: 11, SignUp: 303, BxD: 64745, DifferentBooks: 0 ScoreHeuristic: 99.01235173022253
9827 - NumBooks: 19, SignUp: 420, BxD: 96443, DifferentBooks: 0 ScoreHeuristic: 99.0025
8256 - NumBooks: 20, SignUp: 599, BxD: 68786, DifferentBooks: 0 ScoreHeuristic: 99.00083890513126
9584 - NumBooks: 15, SignUp: 441, BxD: 92357, DifferentBooks: 0 ScoreHeuristic: 98.91452635475959
7232 - NumBooks: 14, SignUp: 457, BxD: 3093, DifferentBooks: 0 ScoreHeuristic: 98.8653812084329
9032 - NumBooks: 13, SignUp: 355, BxD: 12156, DifferentBooks: 0 ScoreHeuristic: 98.76440388811744
6988 - NumBooks: 12, SignUp: 348, BxD: 91124, DifferentBooks: 0 ScoreHeuristic: 98.62544589774079
8120 - NumBooks: 12, SignUp: 408, BxD: 44017, DifferentBooks: 0 ScoreHeuristic: 98.58348351595541
646 - NumBooks: 14, SignUp: 422, BxD: 87477, DifferentBooks: 0 ScoreHeuristic: 98.58325284697109
2501 - NumBooks: 19, SignUp: 479, BxD: 74874, DifferentBooks: 0 ScoreHeuristic: 98.46108149807576
1988 - NumBooks: 19, SignUp: 563, BxD: 35912, DifferentBooks: 0 ScoreHeuristic: 98.44305279065145
1001 - NumBooks: 12, SignUp: 432, BxD: 22501, DifferentBooks: 0 ScoreHeuristic: 98.43212019890261
7382 - NumBooks: 12, SignUp: 374, BxD: 35343, DifferentBooks: 0 ScoreHeuristic: 98.40215619548744
6290 - NumBooks: 16, SignUp: 481, BxD: 23673, DifferentBooks: 0 ScoreHeuristic: 98.30248399687069
1838 - NumBooks: 10, SignUp: 345, BxD: 81093, DifferentBooks: 0 ScoreHeuristic: 98.15353077084646
4890 - NumBooks: 18, SignUp: 547, BxD: 56189, DifferentBooks: 0 ScoreHeuristic: 98.14397628413583
4836 - NumBooks: 13, SignUp: 448, BxD: 74730, DifferentBooks: 0 ScoreHeuristic: 98.1337890625
7200 - NumBooks: 19, SignUp: 480, BxD: 42561, DifferentBooks: 0 ScoreHeuristic: 98.1337890625
3438 - NumBooks: 18, SignUp: 431, BxD: 82707, DifferentBooks: 0 ScoreHeuristic: 98.10649705804771
4176 - NumBooks: 12, SignUp: 353, BxD: 33796, DifferentBooks: 0 ScoreHeuristic: 98.08293140944876
530 - NumBooks: 17, SignUp: 563, BxD: 58183, DifferentBooks: 0 ScoreHeuristic: 98.02055090560907
4754 - NumBooks: 15, SignUp: 501, BxD: 19925, DifferentBooks: 0 ScoreHeuristic: 97.97443436480333
8164 - NumBooks: 13, SignUp: 418, BxD: 86206, DifferentBooks: 0 ScoreHeuristic: 97.95316613630641
9056 - NumBooks: 16, SignUp: 540, BxD: 45944, DifferentBooks: 0 ScoreHeuristic: 97.90003086419753
221 - NumBooks: 13, SignUp: 374, BxD: 54945, DifferentBooks: 0 ScoreHeuristic: 97.87240126969601
5722 - NumBooks: 14, SignUp: 438, BxD: 57762, DifferentBooks: 0 ScoreHeuristic: 97.82022893601051
7070 - NumBooks: 16, SignUp: 498, BxD: 43881, DifferentBooks: 0 ScoreHeuristic: 97.68424702827373
3350 - NumBooks: 12, SignUp: 362, BxD: 68738, DifferentBooks: 0 ScoreHeuristic: 97.63841915692439
7265 - NumBooks: 20, SignUp: 399, BxD: 41043, DifferentBooks: 0 ScoreHeuristic: 97.60845723330884
8817 - NumBooks: 19, SignUp: 415, BxD: 24831, DifferentBooks: 0 ScoreHeuristic: 97.55727101175788
6311 - NumBooks: 10, SignUp: 320, BxD: 20446, DifferentBooks: 0 ScoreHeuristic: 97.515625
286 - NumBooks: 18, SignUp: 549, BxD: 53725, DifferentBooks: 0 ScoreHeuristic: 97.50213502941264
6842 - NumBooks: 16, SignUp: 440, BxD: 20315, DifferentBooks: 0 ScoreHeuristic: 97.42587293388429
5538 - NumBooks: 14, SignUp: 451, BxD: 44617, DifferentBooks: 0 ScoreHeuristic: 97.40070599456247
4221 - NumBooks: 17, SignUp: 564, BxD: 38579, DifferentBooks: 0 ScoreHeuristic: 97.39310145364921
3443 - NumBooks: 20, SignUp: 477, BxD: 83524, DifferentBooks: 0 ScoreHeuristic: 97.37593449626202
640 - NumBooks: 14, SignUp: 350, BxD: 61783, DifferentBooks: 0 ScoreHeuristic: 97.33231836734694
3926 - NumBooks: 16, SignUp: 535, BxD: 3684, DifferentBooks: 0 ScoreHeuristic: 97.32652284042274
2349 - NumBooks: 19, SignUp: 616, BxD: 10176, DifferentBooks: 0 ScoreHeuristic: 97.32334974278967
3911 - NumBooks: 17, SignUp: 464, BxD: 87353, DifferentBooks: 0 ScoreHeuristic: 97.30291784334126
8840 - NumBooks: 11, SignUp: 422, BxD: 6133, DifferentBooks: 0 ScoreHeuristic: 97.22333842456369
5845 - NumBooks: 18, SignUp: 672, BxD: 45552, DifferentBooks: 0 ScoreHeuristic: 97.16326530612245
5681 - NumBooks: 16, SignUp: 505, BxD: 40813, DifferentBooks: 0 ScoreHeuristic: 97.12980688167826
5496 - NumBooks: 13, SignUp: 370, BxD: 17102, DifferentBooks: 0 ScoreHeuristic: 97.10238130021914
8804 - NumBooks: 10, SignUp: 328, BxD: 76337, DifferentBooks: 0 ScoreHeuristic: 96.97445716835217
9242 - NumBooks: 19, SignUp: 734, BxD: 74489, DifferentBooks: 0 ScoreHeuristic: 96.97151215021272
3140 - NumBooks: 14, SignUp: 468, BxD: 27750, DifferentBooks: 0 ScoreHeuristic: 96.94674556213018
9068 - NumBooks: 18, SignUp: 617, BxD: 76191, DifferentBooks: 0 ScoreHeuristic: 96.94429048383326
1063 - NumBooks: 11, SignUp: 285, BxD: 48308, DifferentBooks: 0 ScoreHeuristic: 96.93611572791629
2413 - NumBooks: 18, SignUp: 450, BxD: 42282, DifferentBooks: 0 ScoreHeuristic: 96.91308641975309
5611 - NumBooks: 20, SignUp: 539, BxD: 16083, DifferentBooks: 0 ScoreHeuristic: 96.90740428402766
1875 - NumBooks: 10, SignUp: 289, BxD: 6990, DifferentBooks: 0 ScoreHeuristic: 96.84194394224207
4779 - NumBooks: 12, SignUp: 372, BxD: 8957, DifferentBooks: 0 ScoreHeuristic: 96.74731905422593
8102 - NumBooks: 17, SignUp: 580, BxD: 32145, DifferentBooks: 0 ScoreHeuristic: 96.71705112960761
1060 - NumBooks: 12, SignUp: 386, BxD: 86727, DifferentBooks: 0 ScoreHeuristic: 96.71142849472469
925 - NumBooks: 10, SignUp: 212, BxD: 48689, DifferentBooks: 0 ScoreHeuristic: 96.63260946956213
2210 - NumBooks: 15, SignUp: 553, BxD: 93347, DifferentBooks: 0 ScoreHeuristic: 96.59370718324183
5407 - NumBooks: 18, SignUp: 496, BxD: 94404, DifferentBooks: 0 ScoreHeuristic: 96.56232114984391
2254 - NumBooks: 17, SignUp: 614, BxD: 46366, DifferentBooks: 0 ScoreHeuristic: 96.51302401086484
3184 - NumBooks: 10, SignUp: 318, BxD: 53299, DifferentBooks: 0 ScoreHeuristic: 96.44722321110716
8784 - NumBooks: 20, SignUp: 662, BxD: 56173, DifferentBooks: 0 ScoreHeuristic: 96.4371468862095
2069 - NumBooks: 16, SignUp: 540, BxD: 9088, DifferentBooks: 0 ScoreHeuristic: 96.40330589849108
9292 - NumBooks: 17, SignUp: 378, BxD: 76167, DifferentBooks: 0 ScoreHeuristic: 96.22675736961452
565 - NumBooks: 18, SignUp: 649, BxD: 45695, DifferentBooks: 0 ScoreHeuristic: 96.2152416542221
8228 - NumBooks: 19, SignUp: 686, BxD: 68911, DifferentBooks: 0 ScoreHeuristic: 96.1600374843815
7788 - NumBooks: 15, SignUp: 447, BxD: 14219, DifferentBooks: 0 ScoreHeuristic: 96.14526372685916
1382 - NumBooks: 14, SignUp: 601, BxD: 68820, DifferentBooks: 0 ScoreHeuristic: 96.14438775086448
518 - NumBooks: 20, SignUp: 616, BxD: 99220, DifferentBooks: 0 ScoreHeuristic: 96.1418451678192
4151 - NumBooks: 19, SignUp: 642, BxD: 1372, DifferentBooks: 0 ScoreHeuristic: 96.08274618841044
3595 - NumBooks: 17, SignUp: 477, BxD: 29426, DifferentBooks: 0 ScoreHeuristic: 96.05643676190728
922 - NumBooks: 18, SignUp: 625, BxD: 64920, DifferentBooks: 0 ScoreHeuristic: 96.00864256
4327 - NumBooks: 19, SignUp: 535, BxD: 21444, DifferentBooks: 0 ScoreHeuristic: 96.00336797973623
8438 - NumBooks: 20, SignUp: 580, BxD: 98116, DifferentBooks: 0 ScoreHeuristic: 95.87110879904876
547 - NumBooks: 17, SignUp: 650, BxD: 16783, DifferentBooks: 0 ScoreHeuristic: 95.85916213017751
1235 - NumBooks: 16, SignUp: 434, BxD: 91395, DifferentBooks: 0 ScoreHeuristic: 95.80530484826605
2612 - NumBooks: 15, SignUp: 556, BxD: 35835, DifferentBooks: 0 ScoreHeuristic: 95.80043734796335
2669 - NumBooks: 18, SignUp: 517, BxD: 4056, DifferentBooks: 0 ScoreHeuristic: 95.75209230458418
9503 - NumBooks: 15, SignUp: 330, BxD: 65530, DifferentBooks: 0 ScoreHeuristic: 95.7432598714417
6247 - NumBooks: 19, SignUp: 730, BxD: 15798, DifferentBooks: 0 ScoreHeuristic: 95.66447738787765
4217 - NumBooks: 19, SignUp: 583, BxD: 84991, DifferentBooks: 0 ScoreHeuristic: 95.62357416686035
4379 - NumBooks: 13, SignUp: 442, BxD: 72016, DifferentBooks: 0 ScoreHeuristic: 95.6147703773469
6009 - NumBooks: 12, SignUp: 454, BxD: 15568, DifferentBooks: 0 ScoreHeuristic: 95.60015234139999
9413 - NumBooks: 17, SignUp: 532, BxD: 858, DifferentBooks: 0 ScoreHeuristic: 95.57635041551247
4969 - NumBooks: 18, SignUp: 478, BxD: 67839, DifferentBooks: 0 ScoreHeuristic: 95.53222107456102
8265 - NumBooks: 18, SignUp: 561, BxD: 32875, DifferentBooks: 0 ScoreHeuristic: 95.41911724988164
1335 - NumBooks: 11, SignUp: 330, BxD: 37260, DifferentBooks: 0 ScoreHeuristic: 95.38777777777777
6050 - NumBooks: 18, SignUp: 651, BxD: 13588, DifferentBooks: 0 ScoreHeuristic: 95.38477728934099
4675 - NumBooks: 12, SignUp: 483, BxD: 19913, DifferentBooks: 0 ScoreHeuristic: 95.37564565838937
1436 - NumBooks: 10, SignUp: 297, BxD: 36824, DifferentBooks: 0 ScoreHeuristic: 95.34174517339501
9215 - NumBooks: 17, SignUp: 541, BxD: 26673, DifferentBooks: 0 ScoreHeuristic: 95.32400121634134
754 - NumBooks: 17, SignUp: 439, BxD: 84957, DifferentBooks: 0 ScoreHeuristic: 95.31808157907027
4999 - NumBooks: 16, SignUp: 663, BxD: 44019, DifferentBooks: 0 ScoreHeuristic: 95.2316928627815
9047 - NumBooks: 15, SignUp: 526, BxD: 90189, DifferentBooks: 0 ScoreHeuristic: 95.04396478191097
2242 - NumBooks: 20, SignUp: 554, BxD: 40065, DifferentBooks: 0 ScoreHeuristic: 95.00970949706108
3661 - NumBooks: 19, SignUp: 568, BxD: 81860, DifferentBooks: 0 ScoreHeuristic: 94.99385042650268
4002 - NumBooks: 12, SignUp: 401, BxD: 83803, DifferentBooks: 0 ScoreHeuristic: 94.97741929465613
2177 - NumBooks: 18, SignUp: 520, BxD: 98012, DifferentBooks: 0 ScoreHeuristic: 94.95003328402368
5125 - NumBooks: 16, SignUp: 605, BxD: 74859, DifferentBooks: 0 ScoreHeuristic: 94.8128707055529
5412 - NumBooks: 17, SignUp: 605, BxD: 24573, DifferentBooks: 0 ScoreHeuristic: 94.8128707055529
4641 - NumBooks: 10, SignUp: 384, BxD: 80956, DifferentBooks: 0 ScoreHeuristic: 94.758056640625
6676 - NumBooks: 11, SignUp: 268, BxD: 16460, DifferentBooks: 0 ScoreHeuristic: 94.69904210291824
6419 - NumBooks: 15, SignUp: 507, BxD: 20419, DifferentBooks: 0 ScoreHeuristic: 94.66867795634296
6268 - NumBooks: 13, SignUp: 481, BxD: 27385, DifferentBooks: 0 ScoreHeuristic: 94.66764061358656
9683 - NumBooks: 13, SignUp: 414, BxD: 54071, DifferentBooks: 0 ScoreHeuristic: 94.61556279026348
1280 - NumBooks: 14, SignUp: 461, BxD: 78005, DifferentBooks: 0 ScoreHeuristic: 94.60832576545377
