309 - NumBooks: 1, SignUp: 173, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 8.986601623843095E7
565 - NumBooks: 827, SignUp: 263, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6878.602175068164
362 - NumBooks: 891, SignUp: 292, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6864.318051817882
887 - NumBooks: 647, SignUp: 207, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6852.319728680422
19 - NumBooks: 827, SignUp: 267, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6846.713575194941
765 - NumBooks: 590, SignUp: 195, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6843.810430777523
315 - NumBooks: 473, SignUp: 159, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6837.856370414459
498 - NumBooks: 860, SignUp: 271, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6825.171748924819
682 - NumBooks: 785, SignUp: 240, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6787.08620080223
397 - NumBooks: 395, SignUp: 129, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6749.719416424741
337 - NumBooks: 850, SignUp: 269, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6741.869050748218
131 - NumBooks: 860, SignUp: 277, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 6685.623971596264
854 - NumBooks: 678, SignUp: 216, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6684.272504374351
762 - NumBooks: 479, SignUp: 161, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6625.306147309636
171 - NumBooks: 250, SignUp: 79, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6574.950579057875
612 - NumBooks: 568, SignUp: 188, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6566.963568641512
26 - NumBooks: 247, SignUp: 81, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6551.20246832539
705 - NumBooks: 552, SignUp: 178, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6535.224915676648
713 - NumBooks: 695, SignUp: 226, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 6507.371102629758
862 - NumBooks: 343, SignUp: 111, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6506.988430610932
80 - NumBooks: 759, SignUp: 252, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6488.6962992278295
97 - NumBooks: 792, SignUp: 255, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6488.598886999107
72 - NumBooks: 450, SignUp: 147, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 6473.927494052434
523 - NumBooks: 851, SignUp: 284, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 6458.251069507113
722 - NumBooks: 513, SignUp: 170, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6430.2658593397855
695 - NumBooks: 393, SignUp: 131, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6417.164935659226
955 - NumBooks: 765, SignUp: 243, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6414.220653142046
120 - NumBooks: 233, SignUp: 79, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 6283.640824193261
207 - NumBooks: 894, SignUp: 293, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6257.790399671933
111 - NumBooks: 849, SignUp: 287, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6256.313539077942
450 - NumBooks: 830, SignUp: 272, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6228.383858667573
668 - NumBooks: 831, SignUp: 272, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6208.934114854614
154 - NumBooks: 439, SignUp: 147, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6158.727817317426
63 - NumBooks: 789, SignUp: 267, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 6123.434276351787
456 - NumBooks: 750, SignUp: 263, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 6093.397799045253
963 - NumBooks: 571, SignUp: 193, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6082.546007732136
383 - NumBooks: 741, SignUp: 246, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6042.107941828126
549 - NumBooks: 845, SignUp: 293, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 6036.8523749334645
627 - NumBooks: 618, SignUp: 214, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 6028.383533183729
791 - NumBooks: 870, SignUp: 292, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 6016.062284466063
466 - NumBooks: 821, SignUp: 278, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 6013.51411380377
720 - NumBooks: 412, SignUp: 136, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 6001.449411936845
91 - NumBooks: 619, SignUp: 211, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5997.189988375639
703 - NumBooks: 317, SignUp: 113, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5988.553143279082
327 - NumBooks: 859, SignUp: 288, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5979.966102980591
165 - NumBooks: 677, SignUp: 233, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5953.74595336384
298 - NumBooks: 685, SignUp: 237, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5923.09039186379
978 - NumBooks: 676, SignUp: 230, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5858.699960213553
674 - NumBooks: 425, SignUp: 142, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5845.408207209788
656 - NumBooks: 875, SignUp: 294, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5844.839070032452
367 - NumBooks: 365, SignUp: 124, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5818.934699532295
395 - NumBooks: 531, SignUp: 186, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5799.505870030644
533 - NumBooks: 589, SignUp: 202, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5794.652305593016
568 - NumBooks: 676, SignUp: 235, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5777.607566747338
388 - NumBooks: 429, SignUp: 147, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5755.31854291928
345 - NumBooks: 99, SignUp: 35, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5746.920009652154
178 - NumBooks: 342, SignUp: 130, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5736.283090779615
925 - NumBooks: 613, SignUp: 213, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5704.081760852995
670 - NumBooks: 769, SignUp: 268, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5687.025930381262
432 - NumBooks: 741, SignUp: 261, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5663.918428548148
446 - NumBooks: 854, SignUp: 300, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5658.9318766903225
336 - NumBooks: 730, SignUp: 260, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5643.669865868252
430 - NumBooks: 336, SignUp: 126, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5620.545012794927
907 - NumBooks: 547, SignUp: 203, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5597.238405250021
991 - NumBooks: 551, SignUp: 197, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5585.188101711394
442 - NumBooks: 747, SignUp: 255, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5573.242641214656
29 - NumBooks: 707, SignUp: 254, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5547.99938764014
899 - NumBooks: 465, SignUp: 159, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5531.318357172791
911 - NumBooks: 506, SignUp: 182, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5531.0945087789105
859 - NumBooks: 193, SignUp: 66, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5526.540241430088
45 - NumBooks: 565, SignUp: 204, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5468.812240538494
559 - NumBooks: 335, SignUp: 117, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5465.344139959798
836 - NumBooks: 629, SignUp: 223, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5449.546221352212
920 - NumBooks: 485, SignUp: 182, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5424.208745576472
160 - NumBooks: 807, SignUp: 290, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5413.005717283184
343 - NumBooks: 167, SignUp: 58, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5399.209875034696
916 - NumBooks: 457, SignUp: 169, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5374.834776196298
491 - NumBooks: 534, SignUp: 189, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5372.123060309518
277 - NumBooks: 791, SignUp: 293, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5332.11345569205
391 - NumBooks: 816, SignUp: 293, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5329.627910565286
177 - NumBooks: 126, SignUp: 47, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5327.959719786736
494 - NumBooks: 602, SignUp: 219, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5320.924135257186
435 - NumBooks: 474, SignUp: 175, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5288.2304936895935
263 - NumBooks: 459, SignUp: 158, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5285.636763189733
12 - NumBooks: 102, SignUp: 35, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5240.1030216047075
586 - NumBooks: 740, SignUp: 269, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 5234.426845426652
246 - NumBooks: 760, SignUp: 278, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5229.268084056647
593 - NumBooks: 744, SignUp: 281, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5203.471490149855
340 - NumBooks: 774, SignUp: 286, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5190.446087739551
915 - NumBooks: 756, SignUp: 285, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5174.640450419201
328 - NumBooks: 813, SignUp: 296, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 5168.870941273731
864 - NumBooks: 798, SignUp: 292, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5155.997735958064
534 - NumBooks: 632, SignUp: 236, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5150.2694405721595
704 - NumBooks: 600, SignUp: 218, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 5112.244449377466
169 - NumBooks: 794, SignUp: 296, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 5111.528485256102
170 - NumBooks: 672, SignUp: 240, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 5036.539301671842
153 - NumBooks: 126, SignUp: 48, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 5005.606165313414
189 - NumBooks: 371, SignUp: 136, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4987.309226024753
224 - NumBooks: 451, SignUp: 174, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4942.666710811448
477 - NumBooks: 514, SignUp: 199, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4844.82031142075
930 - NumBooks: 528, SignUp: 207, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4755.601867153282
738 - NumBooks: 342, SignUp: 123, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4747.631398255573
728 - NumBooks: 462, SignUp: 171, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4717.057261859049
181 - NumBooks: 665, SignUp: 257, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4707.170580922684
361 - NumBooks: 458, SignUp: 183, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4665.1841914383685
809 - NumBooks: 325, SignUp: 125, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4644.675940423649
769 - NumBooks: 761, SignUp: 293, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4641.126798035763
3 - NumBooks: 384, SignUp: 159, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4562.932084378943
643 - NumBooks: 140, SignUp: 52, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4525.654449619804
191 - NumBooks: 525, SignUp: 201, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4516.17608746602
88 - NumBooks: 333, SignUp: 125, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4515.596806992477
830 - NumBooks: 240, SignUp: 95, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4508.702431806489
846 - NumBooks: 724, SignUp: 284, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4500.914992276729
550 - NumBooks: 255, SignUp: 101, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4499.03971822586
658 - NumBooks: 361, SignUp: 134, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4487.399589136656
458 - NumBooks: 744, SignUp: 297, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4481.422821282839
748 - NumBooks: 636, SignUp: 252, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4456.668317034171
853 - NumBooks: 546, SignUp: 217, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4398.953941626969
232 - NumBooks: 457, SignUp: 188, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4396.6107113349835
407 - NumBooks: 650, SignUp: 270, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 4380.469277055568
339 - NumBooks: 434, SignUp: 168, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 4374.478443722285
852 - NumBooks: 444, SignUp: 181, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4362.587894569709
478 - NumBooks: 517, SignUp: 201, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 4347.904372811434
995 - NumBooks: 291, SignUp: 112, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4330.653454561174
757 - NumBooks: 391, SignUp: 162, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4321.988353145976
669 - NumBooks: 731, SignUp: 299, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4293.86914281878
528 - NumBooks: 551, SignUp: 229, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4242.255252152096
933 - NumBooks: 605, SignUp: 242, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4231.677958146839
640 - NumBooks: 489, SignUp: 192, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4229.523358092737
64 - NumBooks: 680, SignUp: 264, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4187.770907926257
676 - NumBooks: 590, SignUp: 252, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4174.683810698316
489 - NumBooks: 539, SignUp: 216, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 4159.095584341054
698 - NumBooks: 481, SignUp: 203, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4115.089998397673
283 - NumBooks: 723, SignUp: 295, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 4082.777353805983
994 - NumBooks: 667, SignUp: 283, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 4069.986379491355
835 - NumBooks: 440, SignUp: 181, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 4010.853610983842
644 - NumBooks: 670, SignUp: 283, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 4007.305014000446
100 - NumBooks: 574, SignUp: 231, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3975.0082842580723
686 - NumBooks: 234, SignUp: 101, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3944.5417036582817
666 - NumBooks: 220, SignUp: 90, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3925.6592039496713
942 - NumBooks: 598, SignUp: 258, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3904.161235807012
811 - NumBooks: 605, SignUp: 265, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3875.480470964582
372 - NumBooks: 480, SignUp: 203, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 3851.396862547903
572 - NumBooks: 477, SignUp: 202, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3824.422462269199
840 - NumBooks: 585, SignUp: 244, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3812.3865708780922
714 - NumBooks: 276, SignUp: 116, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3752.124339488949
474 - NumBooks: 657, SignUp: 286, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 3740.424434166702
588 - NumBooks: 584, SignUp: 259, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3739.1686279576675
940 - NumBooks: 226, SignUp: 101, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3727.333746500108
396 - NumBooks: 588, SignUp: 257, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3725.3508598260864
619 - NumBooks: 140, SignUp: 63, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3672.389093881018
351 - NumBooks: 326, SignUp: 145, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3639.547174491818
975 - NumBooks: 148, SignUp: 66, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3635.4058043851423
323 - NumBooks: 588, SignUp: 254, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3635.186270148129
737 - NumBooks: 370, SignUp: 159, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3629.1103135187527
363 - NumBooks: 359, SignUp: 158, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3586.6104303456104
297 - NumBooks: 485, SignUp: 216, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3582.804924456598
891 - NumBooks: 106, SignUp: 47, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3579.135139124284
988 - NumBooks: 626, SignUp: 272, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3574.282790190047
750 - NumBooks: 482, SignUp: 216, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3526.2370090789964
589 - NumBooks: 249, SignUp: 117, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3519.6073267431984
228 - NumBooks: 306, SignUp: 145, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 3493.6939616052423
360 - NumBooks: 488, SignUp: 213, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 3489.2263170900246
418 - NumBooks: 364, SignUp: 160, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3486.55308338155
760 - NumBooks: 492, SignUp: 230, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3393.2173373239975
2 - NumBooks: 643, SignUp: 291, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 3362.881635335091
548 - NumBooks: 495, SignUp: 218, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3350.0094044835773
423 - NumBooks: 149, SignUp: 67, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3345.956442256402
954 - NumBooks: 163, SignUp: 77, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 3247.268516110945
256 - NumBooks: 149, SignUp: 67, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3230.6770992464085
793 - NumBooks: 560, SignUp: 255, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 3185.4900606681035
46 - NumBooks: 503, SignUp: 255, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 3179.784139448039
945 - NumBooks: 515, SignUp: 236, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 3101.688570729775
696 - NumBooks: 157, SignUp: 81, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3084.0652678609595
631 - NumBooks: 591, SignUp: 283, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 3079.9838531496885
821 - NumBooks: 352, SignUp: 166, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3079.8790757521465
484 - NumBooks: 457, SignUp: 222, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 3053.278406460335
974 - NumBooks: 295, SignUp: 144, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 3049.6647635921618
453 - NumBooks: 361, SignUp: 170, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 3023.12404025974
872 - NumBooks: 352, SignUp: 172, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 3020.3697597169644
254 - NumBooks: 244, SignUp: 117, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2983.941826324952
60 - NumBooks: 241, SignUp: 112, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2968.446100402211
308 - NumBooks: 194, SignUp: 94, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2937.578859750218
857 - NumBooks: 164, SignUp: 82, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2921.5230338306355
203 - NumBooks: 280, SignUp: 127, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2902.8360470223747
936 - NumBooks: 516, SignUp: 256, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2866.9215621884105
180 - NumBooks: 523, SignUp: 251, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2810.8136644046203
184 - NumBooks: 310, SignUp: 151, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2796.146933604939
786 - NumBooks: 515, SignUp: 262, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2765.4622745881893
683 - NumBooks: 543, SignUp: 272, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2762.145678954294
792 - NumBooks: 587, SignUp: 298, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2720.337740751363
464 - NumBooks: 344, SignUp: 172, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2717.272307548735
505 - NumBooks: 360, SignUp: 184, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2706.774471684572
820 - NumBooks: 382, SignUp: 193, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2698.318867577033
782 - NumBooks: 477, SignUp: 238, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2693.177481391385
346 - NumBooks: 512, SignUp: 257, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2677.0349113394814
321 - NumBooks: 575, SignUp: 298, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2671.6046076177945
107 - NumBooks: 609, SignUp: 300, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2658.738417371327
403 - NumBooks: 440, SignUp: 215, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2657.811191103127
56 - NumBooks: 300, SignUp: 159, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2654.8599570487086
379 - NumBooks: 484, SignUp: 252, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2649.044866732697
284 - NumBooks: 538, SignUp: 280, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2632.083897617356
998 - NumBooks: 495, SignUp: 261, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2608.267542019914
331 - NumBooks: 482, SignUp: 242, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2603.4712369992367
921 - NumBooks: 494, SignUp: 261, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2601.3379933242227
783 - NumBooks: 293, SignUp: 153, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2591.253673873649
89 - NumBooks: 71, SignUp: 34, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2589.9508719663895
58 - NumBooks: 250, SignUp: 126, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2581.6782180547893
162 - NumBooks: 418, SignUp: 207, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2564.3178414535555
996 - NumBooks: 430, SignUp: 233, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2563.848503464259
305 - NumBooks: 518, SignUp: 275, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2553.097233378147
567 - NumBooks: 596, SignUp: 299, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2524.558840907146
215 - NumBooks: 368, SignUp: 202, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2520.72286934353
890 - NumBooks: 488, SignUp: 266, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2498.907187018607
282 - NumBooks: 509, SignUp: 260, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2490.166170543096
546 - NumBooks: 473, SignUp: 257, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2484.540844825233
981 - NumBooks: 457, SignUp: 229, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2472.613340985804
28 - NumBooks: 479, SignUp: 259, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2466.0797964082417
196 - NumBooks: 426, SignUp: 233, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2465.629801690974
33 - NumBooks: 376, SignUp: 207, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2441.8909066902365
167 - NumBooks: 354, SignUp: 184, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2441.712546288874
892 - NumBooks: 203, SignUp: 115, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2387.129225850664
134 - NumBooks: 526, SignUp: 273, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2377.8803183938953
894 - NumBooks: 510, SignUp: 285, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2344.012444669488
858 - NumBooks: 482, SignUp: 262, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2339.6992789439855
14 - NumBooks: 424, SignUp: 227, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2336.0355758973024
410 - NumBooks: 390, SignUp: 212, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2334.391343707834
42 - NumBooks: 429, SignUp: 240, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2315.622771451937
241 - NumBooks: 459, SignUp: 248, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2308.8589988671065
613 - NumBooks: 502, SignUp: 271, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2295.140247794872
332 - NumBooks: 195, SignUp: 107, BxD: 10, DifferentBooks: 0 ScoreHeuristic: 2241.8169745831287
326 - NumBooks: 405, SignUp: 218, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2207.81305122675
271 - NumBooks: 373, SignUp: 213, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2193.784728759447
7 - NumBooks: 383, SignUp: 224, BxD: 7, DifferentBooks: 0 ScoreHeuristic: 2178.6051406040833
582 - NumBooks: 520, SignUp: 277, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2177.4939193732444
543 - NumBooks: 511, SignUp: 294, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2161.429482380446
590 - NumBooks: 498, SignUp: 279, BxD: 8, DifferentBooks: 0 ScoreHeuristic: 2154.839105578386
231 - NumBooks: 436, SignUp: 250, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2140.859365300452
206 - NumBooks: 208, SignUp: 123, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2125.204019895449
233 - NumBooks: 85, SignUp: 47, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2123.7331917840343
932 - NumBooks: 364, SignUp: 218, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2101.7385300712845
707 - NumBooks: 494, SignUp: 284, BxD: 6, DifferentBooks: 0 ScoreHeuristic: 2081.2632376809884
766 - NumBooks: 428, SignUp: 247, BxD: 9, DifferentBooks: 0 ScoreHeuristic: 2071.1187840499265
519 - NumBooks: 248, SignUp: 144, BxD: 5, DifferentBooks: 0 ScoreHeuristic: 2066.481418039807
